Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track/Year
16,5,45,   Tyler Reddick,SiriusXM Radio   (23XI Racing),Toyota,400,running,0,26,0,Richmond 2023
17,37,13,   Chandler Smith,"Quick Tie Products, Inc.   (Matthew Kaulig)",Chevrolet,400,running,0,0,0,Richmond 2023
18,33,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,400,running,0,19,0,Richmond 2023
19,26,21,   Harrison Burton,Menards Dutch Boy   (Wood Brothers),Ford,400,running,0,18,0,Richmond 2023
20,11,11,   Denny Hamlin,Shingrix   (Joe Gibbs),Toyota,400,running,71,27,1,Richmond 2023
21,16,7,   Corey LaJoie,BlueGreen Vacations   (Spire Motorsports),Chevrolet,400,running,0,16,0,Richmond 2023
22,28,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,400,running,1,15,0,Richmond 2023
23,20,99,   Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,400,running,0,14,0,Richmond 2023
24,3,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,400,running,117,-29,-4,Richmond 2023
25,27,3,   Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,399,running,0,12,0,Richmond 2023
26,17,12,   Ryan Blaney,Menards Moen   (Roger Penske),Ford,399,running,0,11,0,Richmond 2023
27,25,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,399,running,0,10,0,Richmond 2023
28,6,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,399,running,0,9,0,Richmond 2023
29,29,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,399,running,0,8,0,Richmond 2023
30,7,17,   Chris Buescher,Castrol Edge   (Jack Roush),Ford,398,running,0,7,0,Richmond 2023
31,22,43,   Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,398,running,0,6,0,Richmond 2023
32,36,77,   Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,398,running,0,5,0,Richmond 2023
33,35,78,   Anthony Alfredo,Dude Wipes   (B.J. McLeod),Chevrolet,396,running,0,0,0,Richmond 2023
34,31,51,   Cody Ware,Biohaven/Jacob Co.   (Rick Ware),Ford,395,running,0,3,0,Richmond 2023
35,8,47,   Ricky Stenhouse Jr,Kroger/Kraft Mac & Cheese   (JTG-Daugherty Racing),Chevrolet,384,running,0,2,0,Richmond 2023
36,34,15,   J.J. Yeley,CW & Sons Infrastructure   (Rick Ware),Ford,383,running,0,0,0,Richmond 2023
37,23,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,303,crash,0,1,0,Richmond 2023
1,4,20,   Christopher Bell,DEWALT POWERSTACK   (Joe Gibbs),Toyota,250,running,100,52,5,Bristol Dirt 2023
2,6,45,   Tyler Reddick,SiriusXM Radio   (23XI Racing),Toyota,250,running,69,48,1,Bristol Dirt 2023
3,2,3,   Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,250,running,0,52,0,Bristol Dirt 2023
4,22,47,   Ricky Stenhouse Jr,Kroger/ Irish Spring   (JTG-Daugherty Racing),Chevrolet,250,running,0,33,0,Bristol Dirt 2023
5,14,14,   Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,250,running,0,41,0,Bristol Dirt 2023
6,25,31,   Justin Haley,Tide   (Matthew Kaulig),Chevrolet,250,running,0,35,0,Bristol Dirt 2023
7,27,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,250,running,0,34,0,Bristol Dirt 2023
8,15,38,   Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,250,running,0,29,0,Bristol Dirt 2023
9,26,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,250,running,0,28,0,Bristol Dirt 2023
10,23,54,   Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,250,running,0,27,0,Bristol Dirt 2023
11,13,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,250,running,0,26,0,Bristol Dirt 2023
12,11,23,   Bubba Wallace,McDonald's/Dr Pepper   (23XI Racing),Toyota,250,running,0,25,0,Bristol Dirt 2023
13,10,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,250,running,0,25,0,Bristol Dirt 2023
14,18,43,   Erik Jones,Club Wyndham   (Legacy Motor Club),Chevrolet,250,running,0,23,0,Bristol Dirt 2023
15,20,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,250,running,0,22,0,Bristol Dirt 2023
16,29,16,   A.J. Allmendinger,Gain   (Matthew Kaulig),Chevrolet,250,running,0,21,0,Bristol Dirt 2023
17,33,6,   Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,250,running,0,20,0,Bristol Dirt 2023
18,28,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,250,running,0,19,0,Bristol Dirt 2023
19,7,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,250,running,0,18,0,Bristol Dirt 2023
20,3,15,   J.J. Yeley,PublicSq.   (Rick Ware),Ford,250,running,0,0,0,Bristol Dirt 2023
21,32,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,250,running,0,16,0,Bristol Dirt 2023
22,30,11,   Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,250,running,0,15,0,Bristol Dirt 2023
23,9,12,   Ryan Blaney,Menards Maytag   (Roger Penske),Ford,250,running,0,23,0,Bristol Dirt 2023
24,8,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,250,running,0,20,0,Bristol Dirt 2023
25,34,99,   Daniel Suarez,Jockey   (Trackhouse Racing),Chevrolet,250,running,0,12,0,Bristol Dirt 2023
26,37,78,   B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,250,running,0,11,0,Bristol Dirt 2023
27,31,9,   Josh Berry,Hooters   (Rick Hendrick),Chevrolet,250,running,0,0,0,Bristol Dirt 2023
28,16,1,   Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,249,running,0,9,0,Bristol Dirt 2023
29,17,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,248,running,0,8,0,Bristol Dirt 2023
30,35,7,   Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,247,running,0,7,0,Bristol Dirt 2023
31,19,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,240,running,0,7,0,Bristol Dirt 2023
32,5,8,   Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,236,suspension,6,19,0,Bristol Dirt 2023
33,36,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,205,running,0,4,0,Bristol Dirt 2023
34,24,51,   Matt Crafton,Biohaven/Jacob Co.   (Rick Ware),Ford,185,engine,0,0,0,Bristol Dirt 2023
35,1,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,177,crash,75,20,1,Bristol Dirt 2023
36,21,13,   Jonathan Davenport,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,176,crash,0,1,0,Bristol Dirt 2023
37,12,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,96,crash,0,1,0,Bristol Dirt 2023
1,19,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,30,43,5,Martinsville 2023
2,15,22,   Joey Logano,Verizon 5G   (Roger Penske),Ford,400,running,25,35,0,Martinsville 2023
3,5,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,0,34,0,Martinsville 2023
4,11,11,   Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,400,running,36,44,0,Martinsville 2023
5,4,14,   Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,400,running,109,47,0,Martinsville 2023
6,3,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,400,running,0,42,0,Martinsville 2023
7,31,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,400,running,0,30,0,Martinsville 2023
8,16,47,   Ricky Stenhouse Jr,Kroger/Tree Top   (JTG-Daugherty Racing),Chevrolet,400,running,0,29,0,Martinsville 2023
9,9,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,400,running,0,32,0,Martinsville 2023
10,24,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,0,27,0,Martinsville 2023
11,23,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,0,26,0,Martinsville 2023
12,18,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,400,running,0,-35,-5,Martinsville 2023
13,34,1,   Ross Chastain,Unishippers   (Trackhouse Racing),Chevrolet,400,running,31,29,0,Martinsville 2023
14,10,17,   Chris Buescher,Nexletol   (Jack Roush),Ford,400,running,0,23,0,Martinsville 2023
15,1,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,400,running,135,32,1,Martinsville 2023
16,22,20,   Christopher Bell,Shingrix   (Joe Gibbs),Toyota,400,running,0,21,0,Martinsville 2023
17,2,99,   Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,400,running,7,30,0,Martinsville 2023
18,12,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,400,running,0,19,0,Martinsville 2023
19,20,34,   Michael McDowell,LONG JOHN SILVER'S   (Bob Jenkins),Ford,400,running,0,18,0,Martinsville 2023
20,7,4,   Kevin Harvick,Realtree / Hunt Brothers Pizza   (Stewart Haas Racing),Ford,400,running,20,32,1,Martinsville 2023
21,17,8,   Kyle Busch,Mark III Employee Benefits   (Richard Childress),Chevrolet,400,running,0,16,0,Martinsville 2023
22,6,45,   Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,400,running,0,30,0,Martinsville 2023
23,8,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,400,running,0,15,0,Martinsville 2023
24,21,6,   Brad Keselowski,Fastenal   (Jack Roush),Ford,400,running,7,19,0,Martinsville 2023
25,13,38,   Todd Gilliland,Frontline Enterprises INC.   (Bob Jenkins),Ford,399,running,0,16,0,Martinsville 2023
26,27,7,   Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,399,running,0,11,0,Martinsville 2023
27,14,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,399,running,0,10,0,Martinsville 2023
28,26,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,398,running,0,9,0,Martinsville 2023
29,32,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,398,running,0,8,0,Martinsville 2023
30,29,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,398,running,0,7,0,Martinsville 2023
31,28,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,398,running,0,6,0,Martinsville 2023
32,35,77,   Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,397,running,0,5,0,Martinsville 2023
33,25,2,   Austin Cindric,Menards Libman   (Roger Penske),Ford,397,running,0,4,0,Martinsville 2023
34,33,51,   Zane Smith,Biohaven/Jacob Co.   (Rick Ware),Ford,395,running,0,0,0,Martinsville 2023
35,30,78,   Anthony Alfredo,Andy's Frozen Custard   (B.J. McLeod),Chevrolet,390,running,0,0,0,Martinsville 2023
36,36,15,   J.J. Yeley,Isaacson Concrete & Excavating   (Rick Ware),Ford,337,crash,0,0,0,Martinsville 2023
1,17,8,   Kyle Busch,McLaren Custom Grills   (Richard Childress),Chevrolet,196,running,3,40,5,Talladega 2023
2,5,12,   Ryan Blaney,Wurth   (Roger Penske),Ford,196,running,47,35,0,Talladega 2023
3,10,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,196,running,0,34,0,Talladega 2023
4,4,14,   Chase Briscoe,Mahindra Tractors YOG   (Stewart Haas Racing),Ford,196,running,1,33,0,Talladega 2023
5,20,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,196,running,2,32,0,Talladega 2023
6,24,43,   Erik Jones,U.S. Air Force   (Legacy Motor Club),Chevrolet,196,running,3,31,0,Talladega 2023
7,18,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,196,running,1,37,0,Talladega 2023
8,6,20,   Christopher Bell,Rheem   (Joe Gibbs),Toyota,196,running,0,29,0,Talladega 2023
9,22,99,   Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,196,running,5,29,0,Talladega 2023
10,28,36,   Todd Gilliland,gener8tor Skills   (Bob Jenkins),Ford,196,running,0,27,0,Talladega 2023
11,38,51,   J.J. Yeley,Jacob Companies   (Rick Ware),Ford,196,running,0,0,0,Talladega 2023
12,29,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,196,running,18,44,1,Talladega 2023
13,27,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,196,running,8,33,0,Talladega 2023
14,32,77,   Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,196,running,0,23,0,Talladega 2023
15,33,47,   Ricky Stenhouse Jr,Kroger/Cheez-It   (JTG-Daugherty Racing),Chevrolet,196,running,0,24,0,Talladega 2023
16,13,45,   Tyler Reddick,MoneyLion   (23XI Racing),Toyota,196,running,0,21,0,Talladega 2023
17,1,11,   Denny Hamlin,FedEx Freight Direct   (Joe Gibbs),Toyota,196,running,7,23,0,Talladega 2023
18,37,78,   B.J. McLeod,B'laster   (B.J. McLeod),Chevrolet,196,running,1,19,0,Talladega 2023
19,26,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,196,running,0,18,0,Talladega 2023
20,36,15,   Riley Herbst,Monster Energy/Mechanix Wear   (Rick Ware),Ford,196,running,0,0,0,Talladega 2023
21,11,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,196,running,11,24,0,Talladega 2023
22,2,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,196,running,11,25,1,Talladega 2023
23,23,1,   Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,196,running,3,22,0,Talladega 2023
24,31,62,   Austin Hill,Realtree   (Beard Motorsports),Chevrolet,196,running,0,0,0,Talladega 2023
25,34,7,   Corey LaJoie,Celsius   (Spire Motorsports),Chevrolet,196,running,0,12,0,Talladega 2023
26,15,2,   Austin Cindric,Menards Duracell   (Roger Penske),Ford,196,running,0,16,0,Talladega 2023
27,7,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,196,running,19,15,0,Talladega 2023
28,12,23,   Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,195,crash,35,16,0,Talladega 2023
29,19,16,   A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,195,crash,0,8,0,Talladega 2023
30,8,22,   Joey Logano,Shell PennzoilAutotrader   (Roger Penske),Ford,195,running,3,10,0,Talladega 2023
31,3,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,194,fuel,4,6,0,Talladega 2023
32,30,42,   Noah Gragson,Wendyâ€™s Beef is in the Bag   (Legacy Motor Club),Chevrolet,189,crash,1,10,0,Talladega 2023
33,9,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,189,crash,0,10,0,Talladega 2023
34,16,41,   Ryan Preece,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,189,crash,2,9,0,Talladega 2023
35,21,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,189,running,0,2,0,Talladega 2023
36,25,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,183,crash,11,7,0,Talladega 2023
37,35,38,   Zane Smith,Wellcare   (Bob Jenkins),Ford,141,crash,0,0,0,Talladega 2023
38,14,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,141,crash,0,1,0,Talladega 2023
1,17,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,400,running,68,49,5,Dover 2023
2,14,1,   Ross Chastain,Jockey   (Trackhouse Racing),Chevrolet,400,running,98,51,1,Dover 2023
3,3,12,   Ryan Blaney,Wabash   (Roger Penske),Ford,400,running,0,50,0,Dover 2023
4,8,24,   William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,400,running,193,52,1,Dover 2023
5,13,11,   Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,400,running,4,47,0,Dover 2023
6,2,20,   Christopher Bell,Rheem   (Joe Gibbs),Toyota,400,running,1,36,0,Dover 2023
7,7,45,   Tyler Reddick,Ronald McDonald House   (23XI Racing),Toyota,400,running,0,33,0,Dover 2023
8,4,6,   Brad Keselowski,Wyndham Rewards   (Jack Roush),Ford,400,running,8,36,0,Dover 2023
9,5,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,400,running,0,37,0,Dover 2023
10,23,48,   Josh Berry,Ally   (Rick Hendrick),Chevrolet,400,running,3,0,0,Dover 2023
11,10,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,0,28,0,Dover 2023
12,28,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,400,running,0,25,0,Dover 2023
13,24,54,   Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,399,running,0,29,0,Dover 2023
14,27,7,   Corey LaJoie,FOE   (Spire Motorsports),Chevrolet,399,running,0,23,0,Dover 2023
15,9,47,   Ricky Stenhouse Jr,Kroger/Icy Hot Pro   (JTG-Daugherty Racing),Chevrolet,399,running,0,23,0,Dover 2023
16,11,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,399,running,0,21,0,Dover 2023
17,30,41,   Ryan Preece,Mohawk Northeast   (Stewart Haas Racing),Ford,399,running,0,20,0,Dover 2023
18,29,16,   A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,399,running,0,19,0,Dover 2023
19,12,4,   Kevin Harvick,Hunt Brothers Pizza / Realtree   (Stewart Haas Racing),Ford,399,running,0,21,0,Dover 2023
20,31,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,398,running,0,17,0,Dover 2023
21,1,8,   Kyle Busch,Lenovo   (Richard Childress),Chevrolet,397,running,25,16,0,Dover 2023
22,32,34,   Michael McDowell,A&W Root Beer Float   (Bob Jenkins),Ford,397,running,0,15,0,Dover 2023
23,25,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,397,running,0,14,0,Dover 2023
24,19,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,397,running,0,13,0,Dover 2023
25,35,38,   Todd Gilliland,Speedy Cash   (Bob Jenkins),Ford,396,running,0,12,0,Dover 2023
26,20,2,   Austin Cindric,MenardsGreat Stuff   (Roger Penske),Ford,396,running,0,11,0,Dover 2023
27,36,3,   Austin Dillon,Get Bioethanol   (Richard Childress),Chevrolet,395,running,0,10,0,Dover 2023
28,21,51,   J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,393,running,0,0,0,Dover 2023
29,22,78,   B.J. McLeod,CAMDEN MEDICAL CENTER   (B.J. McLeod),Chevrolet,381,running,0,8,0,Dover 2023
30,6,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,378,running,0,7,0,Dover 2023
31,26,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,375,crash,0,6,0,Dover 2023
32,18,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,359,running,0,5,0,Dover 2023
33,34,15,   Brennan Poole,Millennium Jet Card   (Rick Ware),Ford,79,crash,0,0,0,Dover 2023
34,33,42,   Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,43,dvp,0,3,0,Dover 2023
35,15,99,   Daniel Suarez,Pitbull / Freeway Insurance   (Trackhouse Racing),Chevrolet,35,crash,0,2,0,Dover 2023
36,16,77,   Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,34,crash,0,1,0,Dover 2023
1,8,11,   Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,267,running,34,51,6,Kansas 2023
2,2,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,85,38,0,Kansas 2023
3,1,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,10,34,0,Kansas 2023
4,17,23,   Bubba Wallace,Dr Pepper Zero Sugar   (23XI Racing),Toyota,267,running,9,37,0,Kansas 2023
5,3,1,   Ross Chastain,AdventHealth   (Trackhouse Racing),Chevrolet,267,running,3,34,0,Kansas 2023
6,6,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,267,running,8,41,1,Kansas 2023
7,21,9,   Chase Elliott,UniFirst   (Rick Hendrick),Chevrolet,267,running,5,30,0,Kansas 2023
8,4,19,   Martin Truex Jr,Reser's Fine Foods   (Joe Gibbs),Toyota,267,running,79,38,0,Kansas 2023
9,5,45,   Tyler Reddick,McDonald's   (23XI Racing),Toyota,267,running,23,35,0,Kansas 2023
10,11,3,   Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,31,0,Kansas 2023
11,13,4,   Kevin Harvick,Busch Light #ForTheFarmers   (Stewart Haas Racing),Ford,267,running,0,26,0,Kansas 2023
12,33,47,   Ricky Stenhouse Jr,Dillons/Kraft Mac & Cheese   (JTG-Daugherty Racing),Chevrolet,267,running,0,25,0,Kansas 2023
13,18,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,24,0,Kansas 2023
14,27,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,267,running,0,29,0,Kansas 2023
15,9,99,   Daniel Suarez,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,0,28,0,Kansas 2023
16,10,12,   Ryan Blaney,Menards Moen   (Roger Penske),Ford,267,running,0,24,0,Kansas 2023
17,14,17,   Chris Buescher,Fastenal / Body Guard   (Jack Roush),Ford,267,running,0,25,0,Kansas 2023
18,30,31,   Justin Haley,Celsius   (Matthew Kaulig),Chevrolet,267,running,0,19,0,Kansas 2023
19,20,6,   Brad Keselowski,King's Hawaiian GoTG Vol 3   (Jack Roush),Ford,267,running,0,18,0,Kansas 2023
20,24,7,   Corey LaJoie,FOE   (Spire Motorsports),Chevrolet,267,running,7,17,0,Kansas 2023
